eog_min,eog_max,eog_mean,eog_median,eog_std,eog_skewness,eog_kortusis,eog_iqr,eog_rms,eog_time_domain_features,eog_zero_cross_rate,eog_max_amplitude,eog_energy,eog_permutation_entropy,eog_approximate_entropy,eog_sample_entropy,eog_svd_entropy,eog_hjorth_mobility,eog_hjorth_complexity,eog_spectral_entropy,eog_std_PDS,eog_mean_PDS,eog_var_PDS,eog_skew_PDS,eog_kurtosis_PSD,eog_coeff0,eog_coeff1,eog_coeff2,eog_coeff3,eog_std_PSD_0.3_0.45,eog_mean_PSD_0.3_0.45,eog_var_PSD_0.3_0.45,eog_skew_PSD_0.3_0.45,eog_kurt_PSD_0.3_0.45,eog_energy_PSD_0.3_0.45,eog_min_PSD_0.3_0.45,eog_max_PSD_0.3_0.45,emg_min,emg_max,emg_mean,emg_median,emg_std,emg_skewness,emg_kortusis,emg_iqr,emg_rms,emg_time_domain_features,emg_zero_cross_rate,emg_max_amplitude,emg_energy,emg_permutation_entropy,emg_approximate_entropy,emg_sample_entropy,emg_svd_entropy,emg_hjorth_mobility,emg_hjorth_complexity,emg_spectral_entropy,emg_std_PDS,emg_mean_PDS,emg_var_PDS,emg_skew_PDS,emg_kurtosis_PSD,emg_coeff0,emg_coeff1,emg_coeff2,emg_coeff3
-29.486256117936282,30.582248860753495,-0.013737689383954133,0.0033206213960829123,6.909497994340261,0.07297125748356965,0.47607359857830245,8.856868630263627,6.909511651187926,2.145846954771614,1393,30.582248860753495,572896.2150948204,0.8429421437942123,1.0426283350102072,0.9700968964809623,0.6324145496626948,0.3472977612994864,2.578620629461457,0.6461735358707301,3.2609322143268367,0.47733206999292194,10.633678906434527,20.15146702782273,521.27164150666,0.0015011198452586968,1.900862770677431,-1.468154204471751,0.5237640079075476,29.154739768503912,33.96052584277096,849.9988509691835,0.8837395709836704,-0.5984736305769003,18029.845498380284,4.3788989535331035,93.62616119547204,-74.65180132079463,59.83830765618919,-0.00037482262292246624,0.1515824240994288,3.698957212136785,-0.2591335386439589,45.337391179169146,4.3057344330433,3.6989572311275425,2.7650908543357637,3839,74.65180132079463,164187.41517252882,0.90686397535354,1.5360573374124913,1.4305195496780987,0.8789331434257861,0.9007022364259022,1.2387336919741303,0.8505525479924282,0.2504890744361277,0.13680004456475992,0.06274477641186793,3.3380321100220876,15.278184188118225,-0.00019333874923523845,1.414872142923312,-1.25612820958093,0.5165795958714929
-136.24645290950545,132.48482157378425,-0.014329533660214798,-0.51498006674128,15.701850013447638,0.12918675515653907,3.704849867858279,19.32962642314951,15.701856552024049,5.954675296181379,1052,136.24645290950545,2958579.590164087,0.838501841897357,0.8596137827561416,0.6367846743064425,0.705618736093252,0.4358617467782764,2.2616111873188074,0.69955788429324,16.384767383257156,2.4650700934324843,268.46060220344754,25.885956009381914,853.7584909491209,-0.004933531334079984,1.8109525906908497,-1.5360142365413172,0.6609046980081432,202.41419340064544,320.26298883901234,40971.5056900339,0.26383955587795893,-1.143246770044396,1291858.9893911807,67.01834474251218,678.0522935465922,-37.61397635824967,34.95988892720584,0.00027855813736410586,-0.29172726808415717,5.125807518018832,0.1303881316168969,2.9400093990554685,5.985805827376431,5.125807525587849,4.063152976347482,3758,37.61397635824967,315286.8334724763,0.9075868360071051,1.5561646298727885,1.4248400826849383,0.883552081489557,0.9619099162746936,1.1777892986512433,0.8300031426537121,0.523945984721353,0.26269524457702104,0.27451939490562827,3.5870367343931493,18.569833525207713,0.000537480374352636,1.2690158405451661,-1.1675462734808861,0.4222646030200553
-25.87665454197773,32.85518243344796,-0.004534117450550682,-0.20795730669696255,6.33601303449041,0.41204644413402447,1.69289207452944,7.454997115606403,6.336014656821228,2.2651960967387326,1553,32.85518243344796,481740.98077744106,0.853723913517191,1.0364897557919468,0.9433293264873727,0.6638820236282528,0.39505199203122154,2.154715593521509,0.7243025752158835,1.2175180108744517,0.4013837144465825,1.4823501068036813,5.868052862908859,50.99752650354181,-0.0015674266025320661,1.8651537160529634,-1.3989926920567255,0.4527817988584124,3.5310787891837467,4.72035140666138,12.468517415423356,1.2907707700250572,1.1809338124919213,312.7521133601408,0.3211031145287861,13.275838765176495,-17.585196973079782,13.523614421410539,0.0005544671517645427,0.25154673265043037,3.8698271713858476,-0.2905436582929501,0.1648823711399321,5.128674226700115,3.8698272111077534,2.822978253085288,3416,17.585196973079782,179706.75172596014,0.897114551255912,1.6360918345867006,1.5572996681508549,0.8694400746503442,0.8694389736579751,1.2515414564113456,0.8317134676137505,0.37917522304991613,0.14973066825258644,0.14377384977495364,11.767607856155081,288.087334227525,0.0006283914554766142,1.4086573128156408,-1.2239981488614498,0.45034592093812637
-36.59948014273755,49.59917599496834,-0.029543990745688035,0.1651113236318924,10.729500739840503,-0.06930667227831386,0.3309724642776608,13.750123754076142,10.729541414880092,2.133608882633596,763,49.59917599496834,1381476.707683525,0.7963439646500396,0.7065779296431094,0.6346845191437933,0.48015710017921376,0.21277236055923684,3.344056658823314,0.5534257666056054,8.74133259118337,1.1510300229252248,76.41089546968458,18.06840896477036,420.23311350932806,-0.000832157800213229,2.037958285342293,-1.4610446873660883,0.3975007542692873,81.30896971715798,138.20221518636254,6611.148556465713,0.3982732052209684,-0.512979092649136,231399.00754995036,13.480570791344494,296.89473878204615,-55.11530442860974,38.28950842588759,-0.0010738155438188178,0.024700495257836685,4.268886251976162,-0.09528914550432345,4.472897661235799,5.299626103982407,4.268886387032444,3.3823882659532702,3769,55.11530442860974,218680.69182469088,0.9035260592693308,1.588812206938612,1.489940338767199,0.8772386135151944,0.9545368901145607,1.1684417005950178,0.8175855003848158,0.4068319745346981,0.1822035310679328,0.16551225550380125,4.99073624365492,40.72431993547163,0.00046324008764908023,1.2746604303216387,-1.1630236515978072,0.3928900915604788
-90.9748930536378,75.97778195831718,0.08514677578810083,0.4442165340075048,19.1069074878138,-0.007246542159066185,0.6973744040745165,24.055902607217917,19.10709720813976,2.1077834396868727,505,90.9748930536378,4380973.964655627,0.8275648427158965,0.48839918839966456,0.4280622553458289,0.34471998152614114,0.12017365590255671,6.6011344772711835,0.4199107119171023,32.74343792065729,3.6501307823483593,1072.132726863938,18.621856315376952,446.72388879828975,0.0002813901551177115,1.7108649614308358,-0.7686614281625846,0.04641710956995242,11.972776244427079,15.3975637291473,143.34737099911737,1.9742947184490056,2.7455677092700626,3423.891058130429,5.282617184061981,47.35514485666757,-8.124459586193593,7.727070527477524,-0.0006059056090778715,-0.019770760465809833,1.7288747977572891,-0.03070688136905096,0.5313746611294223,2.2465494268187296,1.7288749039308524,1.0527515977882775,3193,8.124459586193593,35868.101201302976,0.9355421693985583,1.7901289933560678,1.740239364819473,0.8760197512189992,0.768669210937697,1.5879945958486865,0.815747827459872,0.1671558338970959,0.029885099813234197,0.027941072805833512,59.036515124867165,4130.999433850485,-0.0004675022247929378,1.1934659819505198,-0.8207199263181367,0.33323213552465786
-88.16826125860877,123.38731537103669,0.03614884485693436,0.25249249750265834,15.749156393894776,-0.015310279323429604,5.321046611558511,15.671717011561643,15.749197879839505,3.005423092082802,1001,123.38731537103669,2976446.8063000944,0.8631350235643395,0.7522663502777616,0.6463968163270464,0.49947790641871315,0.21585125905461028,4.334316917173916,0.4755041390145791,23.89197873661482,2.4799459468690883,570.8266479508547,21.282128348598654,560.8708974364962,0.002821436916453063,1.843914751739508,-1.378052353753514,0.5148123096952318,204.45484278943408,275.3055289722016,41801.7827400522,1.360068312808846,1.0904164991785361,1058354.2532044433,53.61592404483102,770.7227044821626,-158.45382856316843,204.03711327166164,0.0007782766450243174,0.2669443829370144,11.581271682470963,-0.4275280682118121,23.07325572535634,11.455733751130168,11.581271708621568,8.249964730034675,2867,204.03711327166164,1609510.25266702,0.8726343133072574,1.292468483287597,1.1146487703918082,0.8672790057159044,0.8482742745131877,1.2800862168527192,0.8447049925150176,2.4693815664370926,1.341035031993372,6.09784532065931,3.153628525597837,14.987477150871403,0.0011234367079929015,1.6289601290591647,-1.3757008554114263,0.5195066458150442
-139.79102283139423,266.31090066271287,-0.01356952288941847,-0.04073902592229529,17.37087206733901,1.1818687788492463,16.989821991588716,20.985579306304665,17.37087736735857,2.9874865141455005,582,266.31090066271287,3620968.5661417223,0.8964257904199048,0.4992446495792615,0.407884469370205,0.4543303918222408,0.18789424454340262,4.2861990483373225,0.47797945646397383,25.278535181892686,3.01696913560932,639.0043409421863,19.69681571543914,516.8900763046495,-0.00036813844945182694,1.9068279676561624,-1.2436177873659207,0.31518810103213296,48.59013337230438,47.95495452018149,2361.0010611383277,1.0409983092905717,-0.4507599140100824,41946.108517539025,4.092259808970803,147.33271124892528,-25.37611509206494,24.391044628684536,0.0001288738168254427,-0.09807132760969489,3.4695143141785896,0.095165036855074,1.8289209984371873,4.489526026006959,3.4695143165720745,2.6475553724544785,3676,25.37611509206494,144450.35511478307,0.903732144087058,1.6379226692977014,1.576520960752226,0.8830005042848622,0.9239247226814805,1.2203926830424532,0.8261927169292518,0.2604665141571131,0.12035523655680848,0.06784280499715759,4.55058637217404,29.88400962132151,0.0005217396645981226,1.3214131192559684,-1.1780774408524552,0.44648245241759055
-45.128461418111385,61.7181341644333,-0.002781342291773086,-0.629725755855902,9.65666817872205,1.0041295163887904,4.019107586343177,10.066193558597526,9.656668579267281,3.1885038567964803,1355,61.7181341644333,1119014.9765976956,0.9551344151753992,1.027499138192053,0.9430049246752242,0.6670761080952946,0.38025775583821364,2.6097863417242975,0.6955737519589108,4.7832800362085175,0.9323570103043796,22.879767904790956,19.063992819497336,493.81225604730116,0.007750886564304421,1.5685036563584065,-0.8719978582417885,0.21308791197669338,47.55854949653715,51.41726496670489,2261.8156302145735,1.3252759415187192,0.29958135285028664,44149.9569018382,1.5807002208724727,157.84824403042973,-7.6278686287567945,12.508414073560497,0.00021098235012952286,-0.11864355217907696,2.2022631176433483,0.2903504496223503,0.3523947262107665,2.8684120179336863,2.2022631277496685,1.7035001283177988,3672,12.508414073560497,58199.55460614902,0.9019053523735214,1.627055896877363,1.535761971644878,0.8773013241061725,0.930214155082822,1.194235656367202,0.8287507696182074,0.09939302044796276,0.04849154646891051,0.009878972513769143,3.778551498473925,20.706536408967047,0.00017053125156984723,1.3088463489685722,-1.1683158264393843,0.4021452191933749
-97.30228624997278,99.59364358783321,0.02512002183378003,-0.09024721656543644,16.02012077066687,0.44705845729025456,5.291168446370731,15.453414120784508,16.020140465122306,3.592375175164712,1137,99.59364358783321,3079738.80626699,0.8584329884647068,0.7689040257087645,0.658417467964942,0.5510194938701802,0.2567863948735217,3.7951956106612235,0.537832539897058,18.280943755381557,2.5660150258965393,334.1929045874239,14.957384796683458,278.20534769022873,-0.0039758469581393854,1.823861597176153,-1.4288775659972361,0.5850381694549052,141.99579235506127,124.65830719112877,20162.805046541678,1.631750103995569,1.5302512461038882,321322.4873846955,0.34432315752890424,479.96177895006207,-392.4123814270667,838.1387784752524,-0.0009078989073344573,0.05397622604751745,15.70510576003206,11.994053550456666,846.4202433959291,9.258996644069768,15.705105786274494,12.21541319978962,2945,838.1387784752524,2959804.173096871,0.8892599025740009,1.0002617791908657,0.799851053606551,0.9080326772978256,0.9768479459305837,1.2386203125651574,0.8603810233306846,3.8134450705490086,2.4660924539289333,14.542363306094535,2.44911764811722,9.388555885301418,-0.00032902458897949996,1.224874940397151,-1.1489990313980252,0.5623416968149092
-38.059244055024664,57.574792348023145,-0.03058396930652826,-0.19439659829592282,12.871455997307665,0.2172161053298803,0.6062080478605778,15.97334024159069,12.871492332663141,1.9660538462533086,809,57.574792348023145,1988103.7784376724,0.981981098476258,0.7123493742825913,0.6336833652943701,0.48179348471982403,0.1960195261638132,6.3951561407838025,0.4133549256319327,18.699540160148945,1.6564677169534485,349.6728022010232,33.64691278114708,1601.4238431637593,-0.0017721976198389888,1.2487791223247415,-0.5302985147083995,0.2615141101495918,40.523378175447185,33.13387523625144,1642.1441787503093,1.3854689307641934,0.8232931959398728,24659.98080229607,0.6582537235436792,129.97998048969416,-7.1858119489993175,11.949643011404838,-0.0003335120098123429,-0.34865435959432467,2.1143311028386162,0.7112754596340987,0.9639488804986214,2.863552496404388,2.114331129142505,1.5442542294999504,3478,11.949643011404838,53644.75348393224,0.9013320845343304,1.544745281409126,1.5168782452289429,0.8737358140039951,0.875219470146776,1.259057822570504,0.8089137469194952,0.10392871304190464,0.04469651070585661,0.01080117739454656,5.547247057771777,50.34529811631904,-0.0002448454034973157,1.3731727835670309,-1.1755270336051513,0.4239891126192804
