,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_leaf_size,param_n_neighbors,param_p,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1219,0.0012009620666503906,0.00040016251023930867,0.0021989822387695314,0.00040087723995731016,11,15,2,distance,"{'leaf_size': 11, 'n_neighbors': 15, 'p': 2, 'weights': 'distance'}",0.6666666666666666,0.6904761904761905,0.6904761904761905,0.7063492063492064,0.6587301587301587,68.25396825396825,0.01738801769857672,981
1220,0.00040030479431152344,0.0004902712960007588,0.00452423095703125,0.0057740085061234415,11,16,1,uniform,"{'leaf_size': 11, 'n_neighbors': 16, 'p': 1, 'weights': 'uniform'}",0.6428571428571429,0.7222222222222222,0.6666666666666666,0.626984126984127,0.626984126984127,65.71428571428571,0.03563483225498991,4803
1221,0.0,0.0,0.003124570846557617,0.006249141693115234,11,16,1,distance,"{'leaf_size': 11, 'n_neighbors': 16, 'p': 1, 'weights': 'distance'}",0.6666666666666666,0.7063492063492064,0.6825396825396826,0.6587301587301587,0.6507936507936508,67.30158730158729,0.01969789467617598,1765
1222,0.0,0.0,0.005737400054931641,0.007073317889924636,11,16,2,uniform,"{'leaf_size': 11, 'n_neighbors': 16, 'p': 2, 'weights': 'uniform'}",0.6507936507936508,0.7063492063492064,0.626984126984127,0.6428571428571429,0.6349206349206349,65.23809523809524,0.028127055788364067,5146
1223,0.001000690460205078,4.6231077741778654e-07,0.0021989822387695314,0.0004004002327264194,11,16,2,distance,"{'leaf_size': 11, 'n_neighbors': 16, 'p': 2, 'weights': 'distance'}",0.6587301587301587,0.6984126984126984,0.6666666666666666,0.6984126984126984,0.6746031746031746,67.93650793650794,0.016342270065058718,1275
1224,0.001000690460205078,9.584308262940301e-07,0.0036431312561035155,0.000531568700798966,11,17,1,uniform,"{'leaf_size': 11, 'n_neighbors': 17, 'p': 1, 'weights': 'uniform'}",0.6587301587301587,0.7063492063492064,0.6666666666666666,0.6587301587301587,0.6428571428571429,66.66666666666666,0.021295885499998005,3039
1225,0.0014003753662109376,0.000489959811837595,0.0015996456146240234,0.0004895705146603966,11,17,1,distance,"{'leaf_size': 11, 'n_neighbors': 17, 'p': 1, 'weights': 'distance'}",0.6666666666666666,0.7222222222222222,0.6904761904761905,0.6746031746031746,0.6587301587301587,68.25396825396825,0.02244783432338246,981
1226,0.0014007091522216797,0.0004895899601671047,0.004199457168579101,0.0003994951102454503,11,17,2,uniform,"{'leaf_size': 11, 'n_neighbors': 17, 'p': 2, 'weights': 'uniform'}",0.6507936507936508,0.7063492063492064,0.6349206349206349,0.6587301587301587,0.6349206349206349,65.71428571428571,0.026274516440074388,4803
1227,0.0006007194519042969,0.0004904855717302281,0.002978944778442383,0.0028034581837453392,11,17,2,distance,"{'leaf_size': 11, 'n_neighbors': 17, 'p': 2, 'weights': 'distance'}",0.6587301587301587,0.6904761904761905,0.6746031746031746,0.6825396825396826,0.6507936507936508,67.14285714285715,0.014720029357929685,1814
1228,0.0008025169372558594,0.0004012915738706792,0.00410151481628418,0.0012908525282853813,11,18,1,uniform,"{'leaf_size': 11, 'n_neighbors': 18, 'p': 1, 'weights': 'uniform'}",0.6587301587301587,0.6984126984126984,0.6746031746031746,0.6587301587301587,0.6031746031746031,65.87301587301587,0.031346694695446826,4509
1229,0.0010021686553955077,4.515121675020529e-06,0.001999664306640625,1.1911388394161984e-06,11,18,1,distance,"{'leaf_size': 11, 'n_neighbors': 18, 'p': 1, 'weights': 'distance'}",0.6746031746031746,0.6984126984126984,0.6746031746031746,0.6587301587301587,0.6349206349206349,66.82539682539682,0.020937945965512576,2647
1230,0.0007983207702636719,0.0003991746683450981,0.004597854614257812,0.0008902347385658647,11,18,2,uniform,"{'leaf_size': 11, 'n_neighbors': 18, 'p': 2, 'weights': 'uniform'}",0.6349206349206349,0.7142857142857143,0.6428571428571429,0.6746031746031746,0.6428571428571429,66.1904761904762,0.029525516250378216,3872
1231,0.0004050731658935547,0.0004961114256889153,0.0015671730041503906,0.0013490341731265828,11,18,2,distance,"{'leaf_size': 11, 'n_neighbors': 18, 'p': 2, 'weights': 'distance'}",0.6825396825396826,0.7063492063492064,0.6587301587301587,0.7063492063492064,0.6746031746031746,68.57142857142857,0.018510958396334303,638
1232,0.00047588348388671875,0.0005952498644336008,0.003648710250854492,0.0039122401134714215,11,19,1,uniform,"{'leaf_size': 11, 'n_neighbors': 19, 'p': 1, 'weights': 'uniform'}",0.6428571428571429,0.7063492063492064,0.6666666666666666,0.6666666666666666,0.6190476190476191,66.03174603174602,0.029008995051582644,4362
1233,0.002423667907714844,0.003286601234009683,0.00079803466796875,0.0007279545797324447,11,19,1,distance,"{'leaf_size': 11, 'n_neighbors': 19, 'p': 1, 'weights': 'distance'}",0.6666666666666666,0.7142857142857143,0.6904761904761905,0.6587301587301587,0.6428571428571429,67.46031746031746,0.025097441747368086,1716
